Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Name Length,AgeEstimated,isAlone,Ticket_Prefix,CabinInfo
1,1,female,45.0,1,1,164.8667,S,42,0,0,3,0.3
1,1,male,51.0,0,0,26.55,S,22,0,1,1,0.75
1,3,female,24.0,0,3,19.2583,C,37,0,0,2,0.3
0,3,male,33.1,0,0,7.2292,C,16,0,1,2,0.3
0,3,male,41.0,2,0,14.1083,S,23,0,0,3,0.3
0,2,male,21.0,1,0,11.5,S,27,0,0,2,0.3
1,1,female,48.0,0,0,25.9292,S,51,0,1,1,0.76
0,3,female,21.8,8,2,69.55,S,33,0,0,C,0.3
0,2,male,24.0,0,0,13.0,S,22,0,1,2,0.3
1,2,female,42.0,0,0,13.0,S,24,0,1,2,0.3
1,2,female,27.0,1,0,13.8583,C,28,0,0,S,0.3
0,1,male,31.0,0,0,50.4958,S,36,0,1,P,0.47
0,3,male,33.1,0,0,9.5,S,27,0,1,3,0.3
1,3,male,4.0,1,1,11.1333,S,31,0,0,3,0.3
0,3,male,26.0,0,0,7.8958,S,17,0,1,3,0.3
1,1,female,47.0,1,1,52.5542,S,48,0,0,1,0.76
0,1,male,33.0,0,0,5.0,S,24,0,1,6,0.74
0,3,male,47.0,0,0,9.0,S,27,0,1,3,0.3
1,2,female,28.0,1,0,24.0,C,37,0,0,P,0.3
1,3,female,15.0,0,0,7.225,C,32,0,1,2,0.3
0,3,male,20.0,0,0,9.8458,S,29,0,1,7,0.3
0,3,male,19.0,0,0,7.8958,S,20,0,1,3,0.3
0,3,male,33.1,0,0,7.8958,S,18,0,1,3,0.3
1,1,female,56.0,0,1,83.1583,C,45,0,0,1,0.59
1,2,female,25.0,0,1,26.0,S,44,0,0,2,0.3
0,3,male,33.0,0,0,7.8958,S,18,0,1,3,0.3
0,3,female,22.0,0,0,10.5167,S,28,0,1,7,0.3
0,2,male,28.0,0,0,10.5,S,29,0,1,C,0.3
0,3,male,25.0,0,0,7.05,S,22,0,1,S,0.3
0,3,female,39.0,0,5,29.125,Q,36,0,0,3,0.3
0,2,male,27.0,0,0,13.0,S,21,0,1,2,0.3
1,1,female,19.0,0,0,30.0,S,28,0,1,1,0.74
0,3,female,21.8,1,2,23.45,S,40,0,0,W,0.3
1,1,male,26.0,0,0,30.0,C,21,0,1,1,0.59
0,3,male,32.0,0,0,7.75,Q,19,0,1,3,0.3
